1,2,3
-579.16766,13.752866,0.11069352
360.82648,-24.331366,11.754744
653.2786,0.467828,-5.8461246
1399.7632,47.906166,-3.9512846
81.15638,6.283196,6.74774
-782.19617,5.27304,4.0270176
-872.30035,10.223796,-8.052429
-872.22424,17.428469,-7.082589
-760.36945,14.423674,-3.4159086
-854.9887,6.6424274,1.2521218
-605.2691,24.823868,1.120364
-493.35406,23.434107,2.353113
-608.9638,18.909027,2.8694668
-554.3068,8.346929,12.885949
-555.6265,1.6873538,11.962858
-526.2456,-5.7137003,-2.4961917
-617.6033,17.719185,2.073198
-619.6363,19.254732,-3.7157962
-532.14575,-2.058954,-5.362286
-554.7534,4.512062,-12.2947645
-476.1363,-8.562051,-1.4281746
-396.4948,-2.5800204,6.615109
-393.84262,-2.11959,-0.32758403
-407.15408,-16.098763,-4.2554445
-493.68982,21.985968,7.9567766
-611.94745,23.553537,-0.86553454
-852.50867,12.035357,6.2547565
-784.31573,8.067058,-6.7014246
-746.0065,7.505363,-11.2143135
-598.6179,20.9627,3.8139095
-451.05957,-10.032059,-6.4796557
-591.4705,-3.9314985,-3.517768
-606.0599,20.888504,-4.1990924
-742.9741,14.725878,9.81238
-329.26373,-4.4776926,2.9020534
-328.07462,0.32335874,0.15892893
-696.47815,-1.622213,-0.2544671
-625.5167,-2.32471,7.1247153
-381.16718,-3.8156242,5.6541367
-625.55597,-8.454202,-2.0108414
-1143.1721,18.335695,-4.134897
-378.04547,-7.222026,9.844661
-316.18747,9.7968025,-2.6118886
-320.06622,6.1322823,-7.2188473
242.96147,0.8079065,-3.5502396
71.47641,33.11405,-10.402722
107.06003,-16.431162,-10.625883
-152.27562,-14.5346575,3.255728
-189.97563,-14.103065,-5.3517923
-82.3223,-11.895444,-11.204856
714.01556,11.571642,-9.327014
34.504013,-10.203736,9.346331
-145.17513,-19.154587,-6.366873
-225.71796,-23.615341,0.15788047
-71.98784,-14.311736,-6.079106
-24.694366,-18.79075,9.335357
-126.94901,-1.8120933,8.10404
-25.789259,-12.522692,7.771414
-3.8869708,-28.13416,-4.3105674
171.31674,11.774162,-4.398338
419.23578,-5.0585146,-4.0472875
-307.1164,-7.495006,5.6918707
-96.77312,1.6443571,-3.645574
292.2229,-3.1980731,0.693596
-460.8046,-4.842874,3.6805134
554.134,-7.423619,1.2962437
212.50131,-24.235209,4.060223
261.6772,-2.3091931,-5.449921
407.2108,-19.483274,2.5218594
450.50262,-23.263971,-3.271239
448.37946,-25.863674,5.2698245
408.50073,-20.863358,9.086707
-258.80222,-1.802711,-13.440712
151.83014,-18.188541,-3.636206
128.43604,-12.883432,-16.142992
-74.92171,-11.66316,-12.13361
-16.073044,1.2053832,17.07533
-69.89993,-8.6294985,-9.75171
-75.07484,-8.010745,-6.2350907
-131.9694,-12.1258545,0.9599124
-6.814351,-13.268793,4.326073
-63.298634,-11.7974615,13.48822
-140.3677,-10.609321,0.52666134
1.5498363,-11.794569,12.411147
-193.23256,5.101982,-15.305767
-46.342297,10.705139,0.3728623
-303.58176,15.611639,-6.418595
-185.04457,6.2234006,7.1776705
-194.41805,3.3605826,-8.4631605
-0.49450955,-7.6775064,7.6066003
-438.0741,10.610702,0.052206777
-493.40146,3.6600606,4.79794
-333.20267,3.784695,5.914466
-305.1694,8.931661,-6.4505696
-238.08527,20.498182,9.119346
-547.5671,-0.2663195,-1.5415081
495.05026,22.887743,-1.9360137
577.39923,14.800127,2.890804
442.4765,20.93598,-4.9945803
815.14294,18.003365,3.6858847
191.50407,6.4367247,-6.937305
-487.3549,-8.245149,-2.3473854
-539.7536,-1.5029525,-7.6193795
-784.7254,16.965446,-0.62786585
189.89568,-3.5591786,-11.456258
92.92237,-19.706905,-9.496648
-293.9861,-2.2416174,10.120155
162.99675,-4.8379307,2.6590304
77.633896,0.5768088,1.2123306
155.39127,-0.05337177,-8.7483225
151.10088,-1.5920595,-3.8396628
241.15242,-4.572516,-8.690682
179.01466,-1.5778707,13.318231
-123.908585,-19.238789,-6.217573
124.80986,-16.146608,-0.49318874
193.76103,-21.602255,-9.193601
226.47191,-4.2797484,-1.4454484
164.83778,-25.399323,9.006281
-125.83465,-17.617844,0.03562529
-65.20856,-18.789175,3.053628
110.54613,-11.608484,-5.3563914
207.07632,-22.710535,-2.9471145
22.645676,-33.26304,2.6858685
321.2637,-20.276083,-4.2872014
387.82126,-5.0325766,-11.556488
323.94763,-21.939928,1.8463627
108.52465,-18.702667,-3.5009902
803.16925,13.370516,3.7364042
219.73972,-5.2378654,-1.0258181
551.3835,-3.7606096,-4.7812366
652.3394,-4.94492,-1.5955706
444.62823,-13.99072,-5.062981
494.07422,-20.81646,-0.16974863
141.36566,-10.162015,-3.643351
497.43875,-9.445308,3.4984002
385.68408,-14.766714,4.433911
316.10587,-6.9854374,-4.684056
364.1769,-9.186873,3.0340443
328.79202,-11.624924,-14.227151
418.48196,-12.491251,0.10727125
212.55493,-2.7794752,9.442306
272.3895,-9.484495,-4.970279
335.12546,-2.0994174,-14.590222
208.7424,-9.464191,5.420837
127.010086,10.650034,3.614873
359.75043,-24.112633,3.8576233
206.98427,-0.59883255,-2.3231378
198.24245,-4.2617764,-11.10001
80.54133,-3.9276633,-3.7425764
126.67287,-1.1428589,7.943053
190.52023,-2.7752168,0.8877493
-964.2067,10.251466,-0.7512535
-875.20953,9.256501,3.938666
-467.72266,-2.9734156,-1.264767
-103.22744,9.962477,1.3238137
-154.67216,12.7802105,-3.7325962
-115.43756,0.485501,-0.091431454
-614.0246,9.597507,1.5249072
-483.66272,14.946524,3.8207738
298.07156,-2.7263849,4.616221
-235.84763,17.598244,3.616197
7.8423133,2.4999025,4.293607
-499.21637,16.210333,3.3603415
-151.88289,6.931874,-4.4622855
-136.17021,1.9316984,-1.2526565
-50.49137,17.431925,-1.5618296
-168.67274,8.386128,13.852141
-400.17807,2.5933816,9.8601
-171.66383,8.3475485,8.33516
300.8041,1.7038915,9.435038
211.91753,11.68999,-0.24138944
211.3976,8.845046,6.4895773
212.65172,15.261,5.392636
219.23119,10.141181,9.3090315
218.04094,3.7278166,6.91097
220.60907,4.2264643,0.43347004
-626.0739,14.752909,-1.5912067
-623.6609,12.608858,3.9694908
260.56366,-3.5260363,5.0929227
264.85336,-2.8071835,0.12025154
-461.54053,-0.74192667,-5.0463386
-400.09283,-1.9752808,1.4285512
-344.3386,-6.615315,3.2820067
-272.33804,-9.2482815,6.0068545
-308.15906,8.233173,-0.7172843
-640.12427,0.7035474,5.094524
-276.2331,-2.744719,8.602298
-274.7989,-6.728588,0.07939867
-13.152589,-5.672403,-6.496193
-15.9539995,-5.37687,-0.9627687
-264.7861,-10.481781,-6.90331
-179.74483,-3.306346,-10.964591
-48.570225,-10.618694,-4.976936
-268.93994,-13.584552,-11.079333
-183.29448,-4.7678213,-6.204346
-49.039978,-16.612839,-6.004626
-204.26015,-15.431733,-6.2100983
-206.84186,-15.438436,-0.42665964
-770.9474,13.1840725,3.1687741
-522.4477,5.6466107,-7.7165484
-516.24023,7.260286,-6.1754723
-342.70764,-12.74588,3.436362
-252.79765,-14.149512,-8.935769
-344.2714,-10.0805235,-2.837012
-248.48848,-18.222218,-12.304355
-620.7,3.957144,2.0549214
-543.8558,2.827399,2.700587
-622.89276,3.8587477,-4.9026275
-546.3848,7.3206577,-1.4843645
-60.63326,-16.910477,-6.921508
-241.61836,3.5079513,7.6475344
-29.947664,-1.1881633,15.413084
-324.4433,1.477734,6.793962
182.13081,-3.8578236,0.658651
-24.296986,-9.5083,17.334152
277.3664,-4.2938466,-8.08942
250.66098,-8.954018,-6.6062946
187.22955,-12.1873,-7.9551697
-368.71918,5.05421,-10.0131235
120.0824,-5.513351,8.025753
-249.9482,-8.605638,-4.242839
-0.76301646,-5.4455876,13.665369
137.79459,-14.741152,4.8224516
-235.4207,-14.750266,5.927677
-428.50308,5.4891315,-9.870398
-291.3918,-10.638182,6.19998
133.90463,-24.128536,-9.162461
91.78959,-18.586517,5.7510595
120.45164,-2.7819266,13.896133
-118.181984,-12.001176,7.5690823
-117.24025,-7.1656137,11.808348
-176.90976,-5.1219726,8.405553
-9.827589,7.1433873,9.205104
52.403744,-11.793345,6.8897543
-181.74269,-0.3581214,8.027501
-342.3547,-11.1769905,10.18555
-359.96063,3.2148747,-9.6068125
-497.59308,-2.484909,-3.1106231
-320.91162,-18.820616,4.7738066
-347.71756,-24.486094,-2.803478
-60.118652,-25.997805,3.269387
-549.94617,2.1475546,5.451858
-736.86163,12.978117,6.217166
659.75745,12.244386,-3.7133904
342.65915,15.009267,-5.299606
-395.9603,-8.865898,10.121486
-376.0396,-12.301363,-2.9392765
-347.73462,2.9237452,13.475217
1789.1978,52.33268,-5.6928573
1406.5253,49.504566,-0.6582069
1489.0044,39.711525,-0.78793806
1642.8016,37.73467,-0.03255734
1410.7941,43.557896,2.832886
1490.2676,47.28936,-4.963258
1633.5292,44.730442,7.351134
1493.8129,43.422646,4.694757
1561.8243,45.140438,4.7426476
1711.933,52.42511,-2.0354161
1496.0723,49.996727,0.013627916
1555.0479,45.993103,8.932534
1635.1892,35.79487,0.0442317
1791.6837,48.328156,1.0303565
1488.8595,49.31751,3.2725554
1554.8242,44.85352,1.0867274
1785.1606,45.564964,-3.2319083
1552.8937,36.83437,-0.11068099
1706.5808,45.77194,-1.4525046
1841.3055,54.864067,-2.49185
1703.4193,53.635036,-1.7038089
1784.5842,52.51222,1.1695637
1315.2273,50.97562,2.8798363
1400.6228,39.398613,-5.1194024
-605.8521,10.536519,-1.0073309
468.27744,14.560632,-2.8376317
380.32217,-19.184423,2.1871884
536.29083,-5.0163555,-6.2672286
381.08044,-12.322456,-1.0077775
480.0997,-15.473206,0.52965057
581.917,-10.303811,4.119909
302.9477,-5.9818416,7.772364
493.37454,-6.845319,-1.0784776
371.38086,-5.3090525,2.1335657
326.20682,-4.9411106,-15.409822
430.79684,-7.886682,-0.6658013
530.2082,22.268915,-6.8898153
-31.73323,-21.013245,6.5275064
588.46423,-1.0758666,1.6239855
624.6643,10.788839,-3.4906657
549.9226,-1.2341201,1.1342443
453.15198,-6.5987506,-1.4263961
573.06854,-2.4296587,0.42162642
34.407726,-6.587992,-8.529538
-301.44717,18.935934,3.9760964
383.9887,-26.87327,5.339387
410.82352,0.7498674,5.6128187
-159.94203,27.186962,-2.340227
301.27707,23.193314,-2.4789262
198.75377,18.067295,-10.438076
661.63257,4.1437793,-4.779997
562.1841,11.930777,0.40364832
560.2616,14.168662,-5.5273933
-234.5713,32.47175,-5.3958564
54.02851,2.2613537,-8.54889
-392.2887,6.913247,9.425674
640.18036,4.917447,-6.245248
210.6456,19.32098,-4.123339
534.9593,-2.912533,0.16068013
704.5436,6.5991383,2.480109
407.01294,2.773039,0.2933309
205.01727,10.664599,-6.367714
-287.36575,15.442438,9.477106
403.88245,0.9200938,5.832381
380.34793,-23.11107,9.537056
504.18445,-22.4861,-9.568835
57.823746,8.686172,-8.873357
-137.39835,15.930502,-4.0725923
203.5634,4.348946,-5.5254207
593.0012,6.121105,-8.315155
-801.0711,6.833736,3.1691723
608.06085,10.593135,3.475618
967.74023,32.16821,7.2344947
1113.2278,40.953407,8.319608
1307.6604,48.63372,2.7263715
1118.6448,38.565125,4.6310015
1309.8837,41.46784,0.74308467
1115.7317,34.892284,10.847366
377.4245,-28.150267,4.178551
-496.31802,48.84341,8.643906
-120.52059,23.488472,-5.991075
391.98608,-16.494104,4.7410994
48.525192,-9.692637,11.857165
265.69885,-23.260447,7.5330105
345.95377,-21.916883,9.950782
425.97644,-18.360672,3.1837294
394.4255,-11.053605,-1.0570676
287.9692,-29.65357,-0.94411707
-513.46545,2.7412438,-1.6581379
-75.82888,-18.20973,-10.177625
-205.21655,-17.369059,9.843162
-419.5615,-8.148174,-1.1899269
-281.07483,-8.433562,9.715452
-11.957669,-16.794819,0.003759488
430.79523,-7.3222857,-7.3281255
-251.6298,-3.78007,16.347162
-197.863,-22.997372,6.501071
-319.95245,-3.6544867,5.1728587
-250.30254,-8.121556,11.398628
-158.45926,13.011584,-11.047185
-242.02814,-2.634644,14.644307
-153.34215,-7.1608176,-5.7851295
174.45976,-18.079754,5.0986004
-313.26535,-6.8340135,-13.150306
-359.22375,-0.26348355,5.277769
-261.8593,-3.8279026,-3.3518894
46.6467,6.8329487,12.101671
-418.66534,3.4836614,-8.573996
-359.0221,0.034619696,-2.4071796
227.01639,-13.710174,9.321672
-89.6848,3.8490448,4.2703567
116.64499,-12.687046,9.716234
555.97107,0.7963515,-8.025039
164.58725,-24.931107,0.4993304
364.23956,-1.9019073,2.2888296
165.67255,-19.828896,4.313544
156.07054,-24.964972,-3.5421672
111.26775,-11.625716,12.610691
67.30664,-25.233349,3.799325
68.36743,-22.18145,9.343324
354.27545,-15.694845,2.4676502
273.8361,-29.200783,0.3571372
475.7753,-5.4583774,-0.15875964
529.38824,-8.298018,2.0249531
531.9152,-12.186756,-3.2652857
753.2884,5.2637463,3.4471128
493.6342,14.093287,-7.272001
506.21942,-17.701303,-3.0596325
445.67413,-4.8845625,-3.4723058
507.96637,-11.470869,-4.262866
504.1789,-4.9398255,-6.8716993
334.39023,2.8400335,-9.388277
493.67438,-12.814289,-3.6264043
448.94525,-3.3330019,2.5767577
406.62915,-5.914939,4.5872593
24.697128,-10.01154,-0.06722339
415.9611,11.55163,-6.030581
384.179,-27.255066,14.374317
323.3571,9.106334,-11.785497
322.9423,10.132779,-5.345077
386.36432,-22.812334,18.151878
505.1702,-14.741337,-9.336742
358.49176,-30.108002,8.313513
406.49976,-4.078915,10.875529
351.84003,-31.852724,10.255685
421.54105,1.2822402,-5.548423
-68.095436,14.419756,0.79634804
555.8336,1.8093925,-0.74469364
550.79614,4.263297,-4.233533
311.00034,6.056264,0.4407539
600.98663,-8.697419,-1.5064673
84.06079,-13.19523,11.458172
184.32443,-19.208721,2.0156128
387.66092,-20.998745,1.1823107
494.7731,-1.9239042,5.38344
589.348,-8.55303,1.8211637
700.95416,-3.1533067,-4.1826096
-253.18947,-23.258842,-0.3796416
0.2824375,-35.633835,-3.6432323
-211.81395,-32.23637,-1.3519678
62.471497,-36.20068,13.055893
-232.61572,-25.525303,3.8622918
54.645016,-38.68897,14.688447
-442.8507,-10.199536,-10.5857725
-414.3349,-4.2148767,-16.910069
-353.98825,-21.264366,-3.9799712
-106.2066,-22.918455,-5.166344
-378.51016,-20.333557,-5.251014
-442.86075,-7.683541,-4.4214363
245.83427,12.05862,-8.888229
-163.62717,-8.329711,5.341654
-592.445,4.1551375,6.72966
-518.07056,4.6517005,4.229751
-337.19617,-4.269168,5.113645
-252.75603,-8.947978,-14.3456
236.87883,-13.254939,-6.736916
-143.00424,14.378115,2.0811887
43.42093,14.246168,-10.830985
-420.1314,10.828085,1.4809166
-520.8498,2.4249256,-1.8755479
527.3588,-0.08322335,-0.9590146
37.243652,24.809065,17.648464
-407.9607,-9.183983,-5.559958
494.56604,3.1394217,-10.257897
529.4463,-6.0346236,-4.6312656
445.4684,-21.489738,1.2895212
-46.015396,-14.901528,-0.07037768
201.70737,-26.71598,-4.6221075
261.97687,-26.867296,-0.070153415
1.6063567,-14.945665,5.836371
142.54868,-14.458649,9.474144
-413.30527,-14.430393,-7.207151
204.62383,-14.3006935,-7.471904
14.778645,-35.531483,-7.1461005
478.61823,-30.915865,8.313761
482.93835,2.0658221,6.268436
-24.733078,-20.938828,16.108133
402.5337,-27.90726,3.3781934
251.68408,-24.464943,5.158336
309.54102,-22.112808,5.76608
336.83844,-20.185472,9.545836
558.7301,-4.750563,-3.7539577
118.56801,-9.850774,15.406815
376.27936,-5.336938,-11.705192
321.0089,-11.5390835,-0.69175315
254.02254,-24.0451,-1.1362197
349.5515,1.7361643,-1.7692839
32.030323,14.29739,12.328137
-54.738705,-14.756297,0.534627
389.22363,-5.229725,8.84811
-8.055833,-21.651642,-5.515112
326.84003,-28.509527,0.7396312
-78.36714,-30.318888,1.121694
-73.97748,-29.273258,-3.363168
222.55426,-30.350803,-3.5764687
255.60666,-31.115438,2.3604403
108.41809,-22.448637,7.081967
11.871049,-39.988487,-1.86748
269.2496,-26.538397,-5.040387
136.30095,-26.573606,5.721331
476.87164,-31.019577,1.1332676
-87.587425,-15.171195,-5.24177
549.91754,-13.321492,1.5901927
475.23337,-11.558127,3.0082028
414.88727,-6.6147933,3.337372
411.26428,-8.319505,9.487364
-7.9066057,-0.9283634,1.8093815
-4.100099,0.41259366,6.2640667
279.79178,-32.763847,-0.15797447
278.40356,-39.181015,-1.121669
277.29593,-34.96629,5.5112724
284.29727,-37.190605,2.1893723
57.971313,-37.50417,7.951516
55.497303,-31.762213,11.491796
54.462482,-32.429516,5.0407696
57.94667,-32.610977,17.409986
177.09933,-23.891665,9.162074
367.69968,-13.092953,-7.7216344
363.84192,-8.305272,-8.0622635
230.17828,-25.963335,-5.6672373
334.6949,-23.775833,-1.2206744
261.13513,-20.396368,2.7694285
260.55957,-19.008118,9.250611
313.33237,-10.21101,3.0734513
333.59235,-14.844246,12.796716
545.947,-16.99065,-2.9951282
433.69226,0.06782102,-3.9006193
383.36578,-19.074442,-10.101639
372.38858,-6.4362016,-5.1227827
-89.99777,-21.613777,-3.6715572
414.9362,-33.15265,-3.1798625
559.325,6.2232065,3.0674202
501.30753,-18.889091,2.4355228
355.65848,-23.1053,-1.5581958
384.7192,-18.581614,11.901571
152.96303,-23.910429,8.487964
302.7465,7.485187,5.5866156
369.33087,0.265274,-3.2703183
544.3085,-8.881614,1.9707105
388.553,-13.752629,-2.3391583
488.3807,-1.2186292,2.3881135
-349.7482,16.1743,1.4153327
-422.73288,6.707207,14.59405
-511.43732,9.849174,8.454826
-432.65344,13.912043,1.6274385
-778.6617,3.735427,-9.168059
-340.0227,7.9955573,5.9171886
-445.17874,10.355322,5.302384
-537.98114,5.74742,6.487573
-429.32935,6.216737,10.303862
224.27669,3.642983,12.150081
274.18423,-2.7997727,-0.51278585
346.90146,15.131768,-0.17191325
317.17932,7.747912,-0.11367524
314.56064,3.4028563,-5.1880426
225.68059,4.80273,6.030492
443.47604,13.889523,-7.4688272
303.821,-19.348703,0.9020773
-328.521,20.972357,1.4391528
475.87836,-23.927505,11.157525
483.31018,-28.082104,2.614531
483.04385,-25.3815,9.170339
276.843,-30.3134,-7.069053
273.06177,-34.731525,-3.7459643
400.65573,-21.73167,5.6343565
401.74686,-22.922358,11.808499
185.72827,-25.528751,-0.53415126
361.6087,-2.185607,-11.993602
417.22714,-26.114506,-5.008215
203.865,-35.044403,2.234694
331.25452,-22.530184,5.145997
113.93998,-18.962963,7.854941
36.886486,-27.138489,12.868978
394.2719,-6.8928285,4.7924585
170.49953,-27.851068,4.7871547
98.61515,-30.156078,-8.531575
15.105354,-35.396217,3.2351623
-103.46134,-15.727475,-1.22992
-258.34995,-25.440449,-5.3292665
-68.841125,-26.277111,2.369192
-458.43948,19.554647,1.2854987
-345.477,18.941395,8.48913
-290.82153,23.358458,1.9496012
-20.765467,-15.638108,14.675452
224.4875,-2.3882155,5.0432253
122.33913,0.82084644,3.048232
-195.92961,-7.9777355,-2.9870393
68.02154,-10.463383,0.98175627
-313.26993,4.0493555,-3.76206
19.000536,-11.927963,-12.231593
7.9977303,-5.775645,-7.0244713
11.136841,-0.10340385,-7.8522825
8.382333,-2.7180002,-12.925914
123.321106,5.5502033,7.4685807
-35.834286,0.6321804,-11.115127
-38.71482,3.3123202,-6.530551
-85.93186,24.797073,4.734033
-80.949295,25.05698,1.0451593
125.32723,-3.180824,-8.871409
20.74709,-18.587347,-8.387234
-243.88206,-9.818453,-5.65601
-353.13882,10.871263,0.121023186
-292.98248,12.316038,12.320314
-346.34116,7.7672815,1.7476429
-370.87363,14.375283,-7.3678164
-130.1764,2.7608562,3.528506
26.124285,5.288198,16.95424
-479.5174,3.045272,1.4378595
115.22519,-0.8279813,3.5396655
-129.39748,-15.886759,-5.2398033
-1155.9963,18.808533,-2.402631
-696.38495,9.8035555,-2.110056
-717.83405,14.118903,-6.750494
-755.2583,9.121605,-3.4578242
-868.09247,20.09653,-1.888335
-537.6577,12.500535,8.259237
-623.78754,10.712844,-6.7572994
-796.8973,0.81443954,1.4364247
-800.4728,10.203675,-2.4609964
-762.5979,8.223814,-5.2467265
-847.1222,16.694435,-4.8637114
-703.5869,11.966296,-4.97725
-1009.8542,13.60125,4.0182514
-636.0303,11.105912,-4.867655
-639.5656,6.1766286,-8.632526
-637.45996,-0.022871146,-6.356792
-517.9864,12.857253,6.4868555
-517.20795,16.382143,0.7173389
-722.08075,7.435278,-8.62566
-719.20667,8.066438,6.1757417
-720.1781,9.412878,-1.101404
-718.66437,14.414047,3.7855084
-957.11755,13.013379,-2.8480937
-246.64482,10.631175,0.13513756
-371.78677,8.079916,1.7701942
-235.86543,18.295414,-3.0801125
-563.77386,1.6366571,7.327896
-560.4704,10.514817,-0.46535698
-252.53076,8.761967,-1.2785791
-531.97815,2.173422,3.0609932
-638.94055,5.82214,-1.5950879
322.46292,-4.3742056,-4.7831635
721.76746,-1.6543381,0.41545618
-361.7327,10.486601,2.6873057
499.5769,-10.637258,-7.8837614
20.896318,-11.312154,-6.2303643
-733.9421,8.834691,-8.512883
-751.8998,12.785511,-8.705639
-640.5953,17.789482,-4.8373117
-430.2853,13.296462,12.377895
-1151.7039,17.773056,3.2812107
-336.05344,8.355717,10.75777
-700.26874,16.59133,-0.6152113
-570.1217,7.854133,7.3143425
-528.05725,12.055624,-2.8524728
-968.2822,21.706638,-6.5450945
-395.2115,11.270937,5.823185
-715.2425,18.74872,-1.6607002
-859.8978,18.86921,-4.8225083
-82.627464,-0.815824,-5.953806
-52.246925,-5.5297194,-10.328424
-156.14685,-1.2784036,7.402199
-221.77548,-6.7283115,2.7799518
-82.903275,-3.0169737,-0.06602493
16.6573,-18.433332,0.39271268
-217.48218,-10.654864,-5.1093874
78.95046,-0.40883997,-8.597519
-335.5453,-11.403734,-5.923665
290.7558,-19.84801,-1.7670505
-76.09922,-15.287528,0.7254553
154.22397,-12.079624,1.658636
213.83853,-27.241877,9.775507
210.49612,-3.8045518,3.0543644
206.0879,-4.5412645,8.663097
154.37895,-7.732325,5.853092
697.1474,2.8141432,1.7630084
573.78394,3.8642156,-5.081243
463.82507,5.5141807,-2.0144641
579.4708,4.9098477,-0.5397059
609.24475,17.84031,0.109334774
570.4204,14.716905,0.61440754
716.77216,12.54994,0.78702515
646.8944,23.764156,-2.212758
530.223,16.17161,-1.8882627
600.50256,11.976683,-6.807282
496.7649,20.250315,-8.1376915
503.21954,18.710306,1.024078
709.4625,15.952915,-3.6451857
456.35745,16.935307,-8.203043
567.0075,11.332986,-5.4547367
320.97336,15.468446,-9.581615
-30.425613,-1.0736912,0.06681055
33.951042,10.6321745,-6.121891
-53.409164,-7.499885,1.5803975
19.798046,-21.510271,4.1929073
-306.7171,2.8801546,-11.414891
-238.35294,9.460694,18.795506
-447.55832,8.641306,-1.1778306
-83.84484,-7.5844426,-6.376068
-252.69016,-15.189838,-17.053932
123.80789,16.329985,-4.7071214
47.016308,-3.045356,-17.320465
54.63923,-0.9010425,0.693823
409.55908,-27.230904,-3.2085667
-44.280334,-25.501015,4.0718336
-275.4803,-23.138802,11.203711
-293.4157,-21.670069,9.348355
-99.91836,-16.562355,-8.28084
-108.20047,-12.951083,-4.3002033
-188.17015,-18.511108,-10.495974
-156.12172,-20.47446,3.6214156
-152.58807,-20.385857,-2.6124115
-561.5123,-0.55162793,-11.495478
-788.67633,14.42148,6.115004
-784.1261,19.684366,6.011589
-318.56363,-18.478395,-1.710004
-113.30283,-24.714283,1.6103023
-725.60583,11.979531,-4.562148
-184.47249,5.3758335,-0.43245977
-297.8001,-3.4069998,3.5354996
-892.22833,13.124997,-1.157646
-426.05795,11.160443,-2.524969
-313.18427,3.1788442,-15.206047
36.211987,17.573053,-7.931707
-172.31815,0.6559633,8.540773
-760.5502,4.686901,0.35263777
282.11038,-0.9786885,-3.8236556
110.77911,-6.203612,-1.0145758
403.78198,-12.521214,13.127769
-529.40125,4.027094,-3.460343
-462.49857,1.117761,2.1211872
-42.033283,-7.12016,0.6106307
-28.581863,-2.6203382,6.9143715
-195.56941,-11.300616,-8.991281
-340.77353,-4.3443007,-2.3168838
-687.84796,10.476993,3.534538
110.703636,15.673732,-7.437704
-753.08734,5.4514194,5.2033224
-204.63405,19.915342,-4.872486
362.22284,-19.628527,-1.6750451
-740.15533,11.49851,-10.79516
90.6995,-25.73645,-1.1416439
144.435,-3.9743927,-10.125972
361.507,-12.859032,-13.497105
263.12262,2.9756193,4.0203085
273.3862,-10.799624,1.129886
